2020-01-29,9.404,11.891,9.247,10.547,8.227,11.149,7.598,8.897,10.709,8.417,9.475,9.472,9.414,11.522,10.182,11.684,9.036,10.119,10.082,13.097,11.927,10.217,13.51,8.789,9.47,9.184,9.668,11.043,10.269,11.028
2020-01-30,9.592,12.02,8.936,10.565,8.342,10.828,7.22,8.667,10.324,8.106,9.368,9.377,9.088,11.316,10.348,11.472,9.188,10.422,9.963,13.223,11.631,10.204,14.828,8.962,8.941,9.747,9.72,11.285,10.499,10.15
2020-01-31,9.537,10.922,9.307,10.716,8.196,10.745,7.464,8.816,10.647,7.69,9.16,9.667,8.86,11.258,9.994,11.85,9.157,10.326,9.685,12.755,11.452,10.312,13.612,8.686,9.227,9.848,9.916,11.155,10.424,10.353
2020-02-03,9.663,10.7,9.217,10.758,8.37,10.845,7.449,8.756,10.297,8.081,9.172,9.824,8.957,11.428,10.311,11.723,9.427,10.32,9.362,13.061,11.354,10.34,14.34,8.416,8.972,9.502,10.306,11.345,10.375,10.29
2020-02-04,9.936,10.314,9.291,10.829,8.638,10.858,7.566,9.037,10.374,7.968,9.232,9.658,9.014,11.313,10.371,11.816,9.122,9.983,9.153,13.566,11.282,9.752,13.797,8.266,8.968,9.659,10.195,11.882,10.244,10.51
2020-02-05,10.05,10.057,9.622,10.819,8.518,10.788,7.682,9.391,10.187,7.607,8.947,9.785,8.888,11.52,10.868,11.85,9.417,10.072,8.962,13.133,11.598,10.052,13.265,8.012,8.825,10.033,9.733,11.738,10.186,11.003
2020-02-06,10.063,9.817,9.264,10.557,8.49,10.479,7.337,9.806,10.241,7.72,9.021,9.817,8.974,11.047,10.703,12.177,9.53,10.342,9.019,13.168,11.299,9.909,12.834,7.977,8.734,10.21,9.861,12.687,10.346,10.737
2020-02-07,10.197,9.881,8.956,10.83,8.458,10.841,7.423,9.91,10.123,7.66,9.396,10.037,8.779,11.308,10.684,12.192,9.422,10.061,9.056,13.478,11.045,9.901,12.293,7.703,8.721,10.243,10.145,12.145,10.539,11.013
2020-02-10,10.075,9.819,9.029,10.849,8.352,10.5,7.372,9.847,10.113,7.498,9.259,10.16,8.744,11.2,11.135,12.313,9.568,10.21,9.135,14.545,10.885,9.882,11.996,7.682,8.643,9.716,10.112,11.833,10.343,10.779
2020-02-11,10.042,9.436,9.123,10.618,8.448,10.685,7.159,9.887,10.268,7.192,9.512,10.354,8.596,11.719,10.983,12.55,9.554,10.28,8.89,14.283,11.067,9.861,11.405,7.751,8.765,9.757,10.143,11.951,10.667,11.067
2020-02-12,9.935,9.573,9.067,10.227,8.296,10.471,7.472,9.593,10.07,7.71,9.502,10.658,8.509,11.563,10.27,12.287,9.545,10.305,8.737,14.124,10.867,9.68,10.707,7.65,8.136,9.592,9.844,12.614,10.651,10.313
2020-02-13,9.897,9.871,9.043,10.263,8.12,10.161,7.416,9.716,10.038,7.593,9.557,10.684,8.494,11.641,10.71,12.503,9.378,10.154,8.365,13.533,10.54,9.744,11.073,8.063,8.412,9.426,9.36,12.99,10.336,10.617
2020-02-14,9.807,9.868,8.986,10.555,7.81,10.192,7.477,9.896,10.031,7.534,9.24,10.977,8.541,11.733,11.044,13.032,8.976,10.286,8.44,12.774,10.654,9.674,11.656,7.903,8.288,9.607,9.958,13.027,10.244,10.758
2020-02-17,9.773,10.269,8.757,10.618,7.846,10.31,7.258,10.063,10.179,7.52,9.036,10.838,8.561,11.389,11.088,12.868,9.415,10.597,8.47,12.53,10.189,9.495,11.741,8.054,8.013,10.153,10.325,13.042,10.067,11.448
2020-02-18,9.704,10.293,8.451,10.238,7.973,10.37,7.083,9.926,10.384,6.988,8.777,10.988,8.724,11.384,11.315,13.084,9.402,10.655,8.569,12.624,10.779,9.069,11.51,7.866,8.281,9.897,10.085,13.052,10.319,11.425
2020-02-19,9.719,10.085,8.284,10.104,8.191,10.582,7.062,10.019,10.226,6.887,8.333,10.976,8.709,11.313,11.144,12.913,9.91,10.579,8.68,12.97,10.853,9.284,11.981,8.027,8.318,9.97,9.644,14.129,9.883,11.405
2020-02-20,9.729,9.938,8.312,9.801,8.13,10.535,6.996,10.371,10.153,6.818,8.185,11.16,9.06,11.614,11.264,12.681,9.636,10.369,8.71,13.583,10.748,9.154,11.873,7.876,8.185,9.868,9.871,14.0,9.77,11.022
2020-02-21,9.781,9.933,8.409,9.7,8.016,10.473,6.954,10.542,9.455,6.993,7.985,11.765,8.985,11.274,11.872,12.641,9.802,10.153,8.882,13.297,10.839,9.101,12.209,7.579,8.221,10.003,10.047,14.782,9.748,11.022
2020-02-24,10.031,10.111,8.126,9.91,7.625,10.445,6.88,10.6,9.762,6.672,7.724,11.689,8.789,10.898,11.047,13.072,10.133,10.223,8.604,13.015,11.29,9.017,11.715,7.556,8.166,9.733,9.714,13.749,9.958,11.11
2020-02-25,9.746,10.165,8.502,9.943,7.759,10.327,7.136,10.491,9.825,6.961,7.743,12.037,8.849,11.396,11.19,13.112,10.112,10.21,8.442,13.412,11.2,9.032,11.462,7.626,8.206,9.653,10.193,13.503,9.648,10.467
2020-02-26,9.976,10.507,8.932,9.906,7.92,10.269,7.174,10.377,9.687,6.783,7.804,12.225,8.732,11.024,11.077,12.786,10.003,10.277,8.505,13.221,11.022,8.968,11.837,7.351,8.071,10.036,10.435,13.695,9.621,11.013
2020-02-27,9.932,10.924,8.874,9.739,8.019,10.078,7.116,10.184,9.851,6.449,7.778,12.05,8.682,11.186,10.701,12.898,9.273,10.357,8.315,13.017,11.359,9.086,11.679,7.509,8.072,9.769,10.115,13.179,9.392,11.272
2020-02-28,9.707,10.531,8.682,9.604,8.03,9.98,7.09,10.968,10.304,6.677,7.867,12.15,8.347,11.256,11.146,13.217,9.299,10.053,8.539,12.953,11.423,9.192,11.29,7.365,8.333,9.601,9.869,13.66,9.347,11.003
2020-03-02,9.675,10.097,8.639,9.621,8.445,9.926,7.153,10.958,10.376,6.552,7.827,11.907,8.443,10.927,10.947,12.86,9.788,10.3,8.564,12.692,11.883,9.311,10.755,7.338,8.083,9.555,9.677,13.23,9.253,10.907
2020-03-03,9.69,10.195,8.82,9.089,8.312,9.957,7.173,11.065,10.035,6.508,7.88,12.067,8.659,10.648,11.155,13.128,9.406,10.266,8.494,12.409,11.363,9.044,10.497,7.504,8.036,9.299,9.577,13.323,9.046,10.625
2020-03-04,9.879,10.35,8.796,9.084,8.027,9.644,7.052,11.165,9.818,6.347,7.901,12.447,8.824,10.492,11.872,13.383,8.925,10.325,8.687,13.021,11.658,8.992,10.431,7.411,7.875,9.373,9.616,13.672,9.168,10.125
2020-03-05,9.686,10.673,9.238,8.557,7.918,9.728,6.869,11.491,10.14,6.32,7.803,11.972,8.914,10.38,11.82,13.37,8.952,10.53,8.723,12.512,12.11,9.081,10.574,7.158,7.954,9.56,9.939,13.845,9.108,10.444
2020-03-06,9.723,10.907,9.055,8.897,8.033,9.969,6.679,11.171,10.299,6.329,7.821,12.409,8.885,10.445,12.107,13.216,8.683,10.627,8.81,12.522,12.03,9.193,10.939,7.119,7.966,9.367,9.956,14.338,9.24,10.467
2020-03-09,9.743,11.135,9.282,8.602,8.047,10.026,6.693,11.382,9.839,5.987,7.388,12.718,8.938,10.453,11.941,13.596,8.815,10.645,8.797,12.345,12.197,9.314,10.916,6.991,7.909,9.422,10.108,14.476,9.117,10.805
2020-03-10,9.441,10.767,9.396,8.793,8.651,9.64,6.807,11.382,10.028,5.981,7.504,12.287,9.128,10.412,11.831,13.943,8.818,10.992,8.723,12.445,12.662,9.344,11.131,6.93,7.913,9.35,9.931,13.525,9.277,11.092
2020-03-11,9.235,10.902,9.96,8.382,8.537,9.773,6.775,11.638,10.297,5.948,7.932,12.354,9.229,10.989,11.488,14.274,9.183,10.932,8.218,12.625,12.605,9.142,10.919,6.885,7.911,9.474,9.975,13.96,9.552,11.294
2020-03-12,9.336,10.65,9.95,8.872,8.714,9.88,6.955,11.668,10.393,5.671,7.988,12.138,9.183,11.475,11.786,13.867,8.708,10.802,8.256,12.258,12.732,9.0,11.125,6.897,7.893,9.116,9.655,14.127,9.26,11.421
2020-03-13,9.454,10.798,10.076,8.931,8.524,10.287,6.879,11.846,10.682,5.651,7.749,12.275,9.154,11.244,11.74,13.807,9.18,10.91,8.239,12.759,13.472,9.108,11.45,6.748,7.924,9.308,9.921,14.513,9.327,11.378
2020-03-16,9.642,11.13,9.847,8.964,8.233,9.975,6.864,12.189,10.496,5.571,7.869,12.199,9.498,11.458,11.888,13.976,8.631,10.945,8.386,13.005,12.924,9.15,11.649,6.837,7.738,9.282,9.891,14.386,9.258,11.494
2020-03-17,9.735,10.863,9.779,8.864,8.448,10.096,6.887,12.199,10.586,5.7,8.096,11.922,9.59,11.717,12.295,13.697,8.344,10.87,8.52,13.573,12.988,9.564,11.395,6.815,7.625,9.525,10.117,14.231,9.553,11.461
2020-03-18,9.804,10.766,9.434,8.774,8.671,10.236,6.644,11.669,10.175,5.603,8.081,11.743,9.696,11.775,12.79,14.033,8.597,11.237,8.722,13.22,12.896,9.448,10.917,6.748,7.428,9.826,9.733,13.685,9.981,11.697
2020-03-19,9.826,11.683,10.247,8.676,8.194,9.973,6.704,11.254,10.349,5.467,8.255,11.583,9.663,12.043,12.793,13.38,8.498,11.292,8.831,13.493,12.757,9.614,11.136,6.771,7.279,10.074,9.832,14.184,10.039,11.749
2020-03-20,10.042,11.228,10.141,8.88,8.449,9.821,7.014,10.783,10.909,5.419,8.598,11.535,9.865,11.579,12.662,13.759,8.724,11.107,8.861,13.101,13.477,9.926,11.729,6.622,7.264,9.617,10.075,14.387,9.468,11.298
2020-03-23,9.886,11.024,10.088,9.007,8.619,9.738,7.128,10.855,10.664,5.478,8.276,12.082,9.874,11.122,11.974,13.578,8.804,10.65,8.83,12.726,13.314,10.046,11.482,6.565,7.167,9.838,10.46,15.244,9.434,10.912
2020-03-24,9.859,10.597,10.098,9.225,9.065,9.775,7.024,10.159,10.753,5.563,8.396,11.399,9.388,10.921,12.598,13.4,8.312,10.708,8.908,12.711,13.603,9.922,11.701,6.478,7.015,9.514,10.302,14.57,9.233,11.279
2020-03-25,9.928,10.06,10.208,9.088,8.97,9.916,7.324,10.178,10.896,5.533,8.335,11.893,9.669,11.0,11.629,13.559,8.112,10.476,8.867,13.34,13.388,9.891,11.726,6.274,7.22,9.618,10.317,14.504,9.126,10.756
2020-03-26,9.64,10.544,10.363,9.002,8.805,10.032,6.985,10.188,10.782,5.65,8.274,11.577,9.358,11.111,11.568,13.4,7.988,10.246,8.867,13.821,13.368,9.707,12.199,6.226,7.366,9.117,10.207,14.228,9.345,10.429
2020-03-27,9.871,10.162,9.874,8.575,8.734,9.846,7.001,10.349,10.744,5.605,8.15,11.289,9.15,11.283,10.983,13.056,8.14,10.559,8.779,13.826,13.649,9.832,12.217,5.973,7.193,8.906,10.388,14.003,9.538,10.369
2020-03-30,9.726,9.936,10.352,8.219,8.929,9.705,6.944,10.243,10.686,5.579,8.23,11.228,9.65,11.385,10.278,13.19,8.01,10.538,8.724,13.347,14.539,9.977,12.185,6.239,7.3,8.898,10.19,13.277,9.452,10.535
2020-03-31,9.712,9.653,10.25,8.355,8.606,9.627,6.942,9.344,10.517,5.515,8.846,10.962,9.467,11.986,10.145,13.328,8.005,10.606,8.892,13.407,14.509,10.222,11.579,6.139,7.151,8.675,10.097,13.763,9.207,10.552
2020-04-01,10.095,8.7,10.239,8.188,8.723,9.921,6.763,9.12,10.531,5.595,8.756,10.523,9.258,11.486,10.053,12.956,8.582,10.475,8.869,13.825,14.634,10.453,12.168,6.185,7.325,9.311,9.814,13.88,9.231,10.383
2020-04-02,9.941,9.044,10.735,8.195,8.704,9.649,7.088,8.883,10.341,5.893,9.267,10.785,8.781,11.89,9.613,13.18,8.572,10.318,8.874,13.201,14.11,10.41,12.163,6.252,7.324,8.856,9.757,13.493,9.571,10.249
2020-04-03,9.843,8.864,10.688,8.137,8.548,9.311,7.482,8.979,10.326,5.864,8.744,11.123,8.811,12.273,10.042,13.923,8.613,10.284,8.765,12.64,14.464,10.282,12.157,6.493,7.276,8.929,9.722,13.388,9.117,9.973
2020-04-06,10.124,8.842,10.466,8.046,8.229,9.449,7.459,8.8,10.074,6.017,8.558,11.131,8.723,12.363,10.536,13.955,8.936,10.265,8.964,13.017,14.437,10.451,12.939,6.695,7.228,8.76,9.276,13.453,9.084,10.171
2020-04-07,9.923,9.258,10.229,8.011,8.19,9.258,7.73,8.251,10.394,6.032,7.982,11.292,8.42,12.697,10.844,13.709,8.527,10.388,9.187,12.619,15.41,10.382,12.568,6.781,6.857,8.779,9.446,12.856,9.321,10.545
2020-04-08,9.843,9.094,10.447,7.535,8.452,9.274,7.085,8.072,10.214,6.199,8.137,10.937,8.033,12.97,10.772,13.839,8.669,10.827,9.401,12.651,15.271,10.725,12.455,6.792,7.077,9.025,9.656,12.735,9.402,10.238
2020-04-09,9.935,9.129,10.468,7.557,8.614,9.031,7.367,7.673,10.127,6.297,7.94,10.683,7.83,13.037,11.001,13.846,8.912,10.606,9.166,12.438,16.043,10.91,12.937,6.612,6.813,9.194,9.39,12.565,9.16,10.309
2020-04-10,10.017,9.178,10.512,7.591,8.926,9.192,7.228,7.816,10.157,6.68,7.77,10.28,7.915,12.585,11.526,13.927,9.0,10.508,9.314,11.567,15.327,11.029,12.726,6.667,6.785,9.094,9.699,12.679,8.943,10.316
2020-04-13,10.125,9.582,10.154,7.553,8.441,9.488,7.547,7.365,9.676,6.514,8.079,10.21,7.93,12.424,11.608,13.923,8.722,10.679,9.231,12.25,15.359,11.047,14.526,6.634,7.147,8.976,9.698,12.912,8.971,10.549
2020-04-14,10.193,9.01,10.204,7.59,8.687,9.31,7.344,7.581,9.965,6.463,8.203,9.869,7.96,12.932,11.346,13.369,9.206,11.066,8.984,12.658,15.224,10.998,14.731,6.905,6.882,8.916,9.779,12.909,9.002,10.192
2020-04-15,10.443,8.953,10.025,7.118,8.542,8.929,7.043,7.196,10.075,6.859,8.31,9.813,8.365,12.667,11.675,13.821,8.907,11.173,8.693,13.004,14.715,10.908,14.954,6.733,7.008,9.031,9.638,13.409,8.904,10.198
2020-04-16,10.637,8.267,9.814,7.342,8.806,9.023,6.982,7.421,10.346,6.714,7.872,9.768,8.066,12.723,11.769,14.103,8.812,11.351,8.598,12.696,15.138,10.588,14.594,6.98,7.303,8.974,10.483,13.412,8.949,10.142
2020-04-17,10.752,8.386,10.155,7.431,8.852,9.126,6.819,7.63,10.471,6.658,7.88,9.424,8.419,12.373,11.926,14.69,8.629,11.437,8.469,12.776,15.52,10.718,13.944,7.065,7.376,9.029,10.189,13.643,8.55,9.582
2020-04-20,10.616,8.569,10.237,7.519,9.368,9.409,6.794,7.572,10.498,6.629,7.662,9.211,8.484,12.268,11.557,14.752,8.676,11.518,8.167,12.694,15.083,10.78,14.972,6.986,7.316,9.013,10.275,13.596,8.266,9.277
2020-04-21,10.476,8.438,10.163,7.542,9.054,9.622,6.504,7.057,10.546,6.747,7.901,9.269,8.354,12.37,11.387,14.953,9.038,11.49,7.978,12.065,14.639,10.824,14.121,6.841,7.132,9.435,10.558,13.613,8.351,9.044
2020-04-22,10.108,9.023,10.437,7.622,9.109,9.505,6.927,7.109,10.404,6.753,7.94,9.363,8.253,12.369,11.211,15.091,8.62,11.424,8.218,12.11,14.181,11.32,14.667,6.65,6.939,8.49,10.291,13.724,8.471,9.435
2020-04-23,10.235,9.221,10.966,7.796,8.304,9.637,7.033,6.887,10.667,6.765,8.297,9.193,8.321,12.259,10.849,15.155,8.664,11.346,8.256,12.848,14.566,11.692,14.996,6.899,7.059,8.586,10.142,13.958,8.402,9.481
2020-04-24,9.892,9.85,10.394,7.685,8.969,9.385,7.077,6.724,10.561,6.754,8.32,8.881,8.162,12.239,11.019,15.084,8.301,11.643,8.587,12.677,14.264,11.622,15.19,6.628,7.072,8.293,9.899,13.968,8.305,9.372
2020-04-27,10.05,9.789,10.806,7.643,8.57,9.458,7.053,6.681,10.878,6.752,8.589,9.278,8.067,12.2,11.154,15.439,8.325,11.375,8.374,12.801,14.34,11.869,15.296,6.429,7.203,8.166,9.73,13.929,8.52,9.786
2020-04-28,10.389,10.409,10.884,7.732,8.436,9.555,7.326,6.681,10.725,7.007,8.83,9.315,8.012,12.785,10.749,15.06,7.964,11.512,8.503,12.968,14.685,12.009,15.411,6.427,7.294,8.16,9.806,14.325,8.518,10.109
2020-04-29,10.186,10.101,10.865,7.422,8.531,9.798,7.491,6.488,10.965,6.847,9.483,9.047,7.96,12.611,11.208,15.224,7.961,11.772,8.441,12.449,13.899,11.945,15.095,6.42,7.228,7.691,9.692,14.422,8.141,10.44
2020-04-30,10.057,10.251,11.279,7.624,9.013,9.971,7.396,6.779,11.215,6.705,9.33,9.087,7.843,12.692,11.385,15.154,8.128,11.794,8.648,12.033,13.882,12.353,15.634,6.286,7.111,7.735,9.409,15.242,8.108,10.526
2020-05-01,9.968,10.303,11.54,7.446,8.751,10.086,7.371,6.548,11.079,6.611,9.368,8.904,7.834,12.972,11.977,15.36,7.706,11.993,8.465,11.981,13.785,12.494,15.608,6.091,7.292,7.598,9.608,14.811,7.998,10.208
2020-05-04,10.119,10.158,11.405,7.321,9.057,10.273,7.406,7.146,11.303,6.774,9.305,8.769,7.614,12.822,11.248,15.292,7.908,11.711,8.591,12.088,14.298,12.743,16.357,6.072,7.17,7.949,9.172,13.972,8.08,10.599
2020-05-05,9.958,10.754,11.795,7.159,8.762,10.256,7.754,7.254,11.361,6.811,9.025,8.812,7.346,13.071,10.719,15.35,7.81,11.736,8.64,13.198,14.639,12.769,15.261,6.361,7.354,7.64,9.362,14.558,7.807,9.996
2020-05-06,9.933,11.131,11.74,7.186,9.135,10.473,7.525,7.451,11.5,6.727,8.802,9.176,7.345,12.808,10.678,15.53,7.318,11.89,8.23,13.452,15.261,12.409,15.835,6.292,7.326,7.635,9.518,14.482,7.581,10.258
2020-05-07,9.837,10.878,11.742,6.924,9.144,10.475,7.637,7.369,11.663,6.957,8.689,9.059,7.411,13.243,10.71,15.511,7.5,12.246,8.343,13.393,15.218,12.203,14.879,6.023,7.409,7.818,9.426,14.928,7.409,10.366
2020-05-08,9.79,11.155,11.333,7.148,9.439,10.674,7.914,7.749,11.479,7.333,8.405,9.263,7.039,13.692,10.744,16.287,7.688,12.393,8.214,13.584,14.911,12.374,15.074,6.183,7.536,7.885,9.102,14.799,7.671,9.89
2020-05-11,10.021,11.21,11.35,7.016,9.658,10.266,7.636,7.678,11.33,7.467,8.468,8.959,6.992,13.738,10.708,15.922,7.636,12.608,8.598,13.249,14.472,12.174,15.084,6.006,7.184,8.305,9.094,14.429,7.636,9.966
2020-05-12,9.843,11.291,11.536,6.843,9.637,10.374,7.428,7.839,11.403,7.533,8.512,8.768,7.06,13.77,11.149,15.998,7.828,12.608,8.592,14.131,15.213,12.016,14.905,6.069,7.36,8.038,8.969,15.304,7.737,9.65
2020-05-13,9.855,11.549,11.439,7.11,9.551,10.533,7.52,7.736,11.816,7.488,8.892,8.617,7.07,13.31,11.197,15.786,8.078,12.764,8.602,14.031,15.119,11.957,15.261,5.858,7.26,8.0,8.88,15.183,8.036,10.023
2020-05-14,9.903,11.369,11.453,7.086,9.815,9.949,7.655,7.412,12.066,7.275,8.864,8.691,7.124,13.265,11.307,16.172,8.112,12.581,8.493,13.932,15.248,12.028,15.845,5.784,7.097,8.151,8.707,15.112,8.003,10.056
2020-05-15,10.058,11.468,11.849,6.753,10.09,10.237,7.695,7.764,11.833,7.197,8.862,8.98,7.298,13.085,11.236,15.706,8.014,12.384,8.854,14.372,16.047,12.364,15.642,5.627,7.156,7.925,8.914,15.24,8.114,9.906
2020-05-18,9.824,11.612,11.807,6.844,10.516,10.3,7.773,7.959,11.859,7.228,8.839,8.888,7.495,12.613,10.953,15.267,7.984,12.283,8.651,14.625,16.112,12.243,15.431,5.503,7.307,7.974,9.014,14.899,7.923,9.768
2020-05-19,10.024,11.391,11.611,6.985,10.628,10.478,7.879,7.807,12.205,7.5,9.091,8.88,7.392,12.336,10.579,15.321,8.291,12.354,8.695,14.941,16.07,12.273,16.001,5.562,7.445,7.818,8.659,15.173,7.72,9.86
2020-05-20,10.103,11.214,12.145,7.245,10.633,10.564,7.94,7.965,11.612,7.38,9.363,8.526,7.504,12.737,10.748,15.278,8.463,12.321,8.397,14.789,15.945,12.541,16.405,5.5,7.313,7.668,8.715,15.325,7.664,9.42
2020-05-21,10.263,11.576,11.772,7.424,10.721,10.481,7.703,7.569,11.635,7.473,9.373,8.699,7.803,12.629,10.438,15.1,8.603,12.707,8.56,14.494,16.998,12.571,16.177,5.364,7.314,7.472,8.681,15.42,7.265,9.223
2020-05-22,10.276,11.614,11.022,7.403,10.647,10.4,7.826,7.946,12.146,7.283,9.416,8.542,7.838,12.716,10.556,15.365,8.712,12.316,8.189,14.201,16.622,12.277,15.885,5.633,7.291,7.344,8.96,15.165,7.347,9.297
2020-05-25,9.966,12.597,10.798,7.915,10.591,10.063,8.094,7.985,11.965,7.019,9.485,8.197,7.838,12.469,10.002,14.893,8.16,12.499,8.404,13.741,16.627,12.304,16.154,5.658,7.169,7.216,9.075,15.024,7.509,9.423
2020-05-26,9.847,13.41,10.726,7.787,10.787,9.838,8.324,8.2,11.739,6.852,9.438,8.347,7.687,13.203,9.932,14.248,8.167,12.375,8.366,13.312,15.785,12.533,16.49,5.608,7.275,7.121,8.778,15.349,7.273,9.289
2020-05-27,9.993,12.934,10.379,7.416,11.055,10.013,8.385,8.953,12.137,6.638,9.579,8.423,7.316,12.886,10.066,14.257,8.327,12.199,8.314,13.18,16.161,12.216,17.429,5.704,6.979,7.475,8.818,14.802,7.249,9.464
2020-05-28,9.999,13.096,10.062,7.912,11.16,9.938,8.112,8.66,12.658,6.442,9.4,8.502,6.959,12.739,10.776,13.922,8.549,12.357,8.28,13.862,17.287,12.386,16.235,5.826,6.977,7.624,8.542,14.444,7.309,9.471
2020-05-29,9.989,12.191,9.929,8.12,11.064,9.797,8.206,8.664,12.054,6.351,9.344,8.515,6.807,12.245,10.735,14.025,8.864,12.573,8.215,13.249,17.4,12.64,16.893,6.005,7.122,7.387,8.489,14.644,7.223,9.599
2020-06-01,10.316,12.096,9.882,8.33,11.268,9.742,8.417,8.398,11.691,6.506,9.391,8.308,6.814,13.078,10.877,14.454,8.616,12.675,8.203,13.351,17.475,12.368,17.082,6.211,6.893,7.479,8.645,14.21,7.201,9.779
2020-06-02,10.732,11.726,9.815,8.882,10.819,9.533,8.33,8.402,11.81,6.502,9.435,8.254,6.697,12.817,10.524,14.469,8.393,13.011,8.234,13.495,17.362,12.223,17.085,6.238,6.758,7.429,9.069,13.748,6.701,10.222
